Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,GDP,Status,Status_Encoded
Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,137,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126,Yes,No,Yes,Female,Yes,19,7,7,7,13,0,0,8,11,8,14,0,0,Un-Dropout,1
Single,Change of course,1,Social Service,Daytime,Secondary education,117,Unknown,Unknown,Student,Student,109,No,No,Yes,Female,No,30,16,19,15,12,0,11,13,14,13,12,0,-3,Un-Dropout,1
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,126,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,116,Yes,No,Yes,Female,No,21,6,11,6,10,0,0,6,12,3,11,0,-1,Un-Dropout,1
Single,3rd phase - general contingent,1,Management,Daytime,Secondary education,128,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",121,Yes,No,Yes,Female,No,19,5,8,5,11,0,0,5,6,5,15,0,1,Un-Dropout,1
Single,1st phase - general contingent,6,Management,Daytime,Secondary education,115,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,117,Yes,Yes,Yes,Female,No,22,5,5,5,13,0,0,5,5,5,13,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,121,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,114,No,No,Yes,Female,Yes,18,6,6,6,12,0,0,6,6,6,12,0,2,Un-Dropout,1
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,134,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Administrative staff,133,Yes,No,Yes,Female,No,18,6,8,6,11,0,0,6,10,5,12,0,-1,Un-Dropout,1
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,126,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,118,Yes,No,Yes,Female,Yes,19,8,8,7,12,0,0,8,8,7,12,0,-1,Un-Dropout,1
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,151,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,151,Yes,No,Yes,Female,No,18,6,11,6,14,0,0,6,6,6,13,0,0,Un-Dropout,1
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,122,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,119,Yes,No,Yes,Female,No,21,7,8,6,13,0,0,8,8,8,13,0,0,Un-Dropout,1
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,141,Higher Education - Bachelor's Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,135,Yes,No,Yes,Female,No,18,7,9,7,12,0,0,8,15,5,13,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,138,Secondary Education - 12th Year of Schooling or Eq.,Higher education - degree (1st cycle),Administrative staff,Intermediate Level Technicians and Professions,149,Yes,No,Yes,Female,No,20,0,0,0,0,0,0,0,0,0,0,0,2,Un-Dropout,1
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,133,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",120,Yes,No,Yes,Female,No,18,5,8,4,12,1,0,5,10,4,11,0,-1,Un-Dropout,1
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Higher education - degree,150,Higher Education - Bachelor's Degree,Higher Education - Degree,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",173,Yes,No,Yes,Female,No,25,6,7,6,16,0,1,6,6,6,16,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,136,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Intermediate Level Technicians and Professions,126,No,No,Yes,Female,No,19,6,6,6,13,0,0,6,6,6,15,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,129,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",126,Yes,No,Yes,Female,Yes,19,6,9,5,12,0,0,6,10,4,11,0,0,Un-Dropout,1
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,128,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,157,Yes,No,Yes,Female,No,26,6,7,6,16,0,0,6,8,6,14,0,3,Un-Dropout,1
Single,2nd phase - general contingent,2,Management,Daytime,Secondary education,131,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",120,Yes,No,Yes,Female,No,21,5,10,4,11,0,0,5,6,5,11,0,1,Un-Dropout,1
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,130,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,124,No,No,Yes,Female,No,19,5,14,1,11,0,0,5,6,0,0,0,0,Dropout,0
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,150,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130,No,No,Yes,Female,Yes,19,8,8,7,15,0,0,8,8,7,15,0,-1,Un-Dropout,1
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,165,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,152,Yes,No,Yes,Female,Yes,18,6,8,6,15,0,0,6,7,6,14,0,0,Un-Dropout,1
Married,Change of course,1,Management (evening attendance),Evening,Secondary education,133,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",113,No,No,Yes,Female,Yes,32,10,12,7,11,0,4,10,10,8,12,0,1,Un-Dropout,1
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,126,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",125,No,No,Yes,Female,Yes,18,6,6,6,11,0,0,6,8,6,11,0,-4,Un-Dropout,1
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,101,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Administrative staff,102,No,No,Yes,Female,No,20,7,9,5,12,0,0,7,9,6,11,0,1,Un-Dropout,1
Single,2nd phase - general contingent,3,Management,Daytime,Secondary education,125,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",125,No,No,Yes,Female,No,20,5,7,5,11,0,0,5,9,4,10,0,-4,Un-Dropout,1
Divorced,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,100,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Armed Forces Professions,120,No,Yes,Yes,Female,Yes,39,5,6,5,10,0,0,5,7,4,10,0,-3,Un-Dropout,1
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,117,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,109,Yes,No,Yes,Female,No,20,5,10,4,12,0,0,5,12,2,13,0,-1,Un-Dropout,1
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,159,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,162,Yes,Yes,No,Female,No,18,0,0,0,0,0,0,0,0,0,0,0,1,Dropout,0
Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,177,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,teachers,Information and communication technology technicians,155,No,Yes,Yes,Female,Yes,18,6,6,6,15,0,0,6,6,6,13,0,3,Un-Dropout,1
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,156,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,147,Yes,No,Yes,Female,No,21,12,12,12,15,0,4,11,15,11,15,0,3,Un-Dropout,1
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,125,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,115,Yes,No,Yes,Female,No,18,7,9,6,12,0,0,7,9,6,11,0,0,Un-Dropout,1
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,130,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,117,No,No,Yes,Female,No,18,5,8,2,10,0,0,5,9,3,11,0,0,Un-Dropout,1
Single,Change of course,1,Agronomy,Daytime,Secondary education,125,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",125,Yes,No,Yes,Female,No,21,14,23,9,12,2,6,12,21,8,11,0,-4,Un-Dropout,1
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,127,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",129,Yes,No,Yes,Female,No,22,5,8,3,10,0,0,5,11,2,10,0,0,Dropout,0
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,121,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,123,Yes,No,Yes,Male,No,21,6,11,6,11,0,0,6,14,3,14,0,0,Un-Dropout,1
Single,Change of course,1,Communication Design,Daytime,Secondary education,135,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122,Yes,No,Yes,Male,Yes,20,6,8,3,11,0,0,6,8,2,11,0,1,Un-Dropout,1
Single,1st phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,125,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,117,Yes,No,Yes,Male,Yes,21,0,0,0,0,0,0,0,0,0,0,0,1,Un-Dropout,1
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,138,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,126,Yes,No,Yes,Female,Yes,20,6,7,6,12,0,0,6,8,5,11,0,3,Un-Dropout,1
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,136,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,123,Yes,No,Yes,Female,No,19,8,8,7,14,0,0,8,8,7,14,0,1,Un-Dropout,1
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,142,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",127,No,No,Yes,Female,Yes,20,6,7,6,15,0,0,6,6,6,16,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,129,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,117,Yes,No,Yes,Female,No,19,5,9,5,13,1,0,5,5,5,12,0,-1,Un-Dropout,1
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,134,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",128,Yes,No,Yes,Female,Yes,18,5,12,5,12,2,0,5,8,4,13,0,-3,Un-Dropout,1
Single,2nd phase - general contingent,2,Basic Education,Daytime,Secondary education,123,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,124,Yes,No,Yes,Female,No,18,6,7,2,14,0,0,6,6,1,10,0,-4,Dropout,0
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,150,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,140,No,No,Yes,Female,No,24,5,7,3,10,0,0,5,7,3,10,0,1,Dropout,0
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,129,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Specialists in Intellectual and Scientific Activities,126,No,Yes,No,Female,Yes,21,6,7,6,13,0,0,6,8,6,11,0,3,Dropout,0
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,134,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen",120,Yes,No,Yes,Male,Yes,18,7,12,7,11,0,0,8,13,4,10,0,-4,Un-Dropout,1
Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,127,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,121,Yes,No,Yes,Male,Yes,20,5,11,4,12,0,0,5,5,5,12,0,2,Un-Dropout,1
Single,3rd phase - general contingent,2,Basic Education,Daytime,Secondary education,123,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,123,Yes,Yes,No,Female,No,20,6,11,5,13,0,0,6,8,4,10,0,1,Dropout,0
Single,2nd phase - general contingent,3,Tourism,Daytime,Secondary education,127,Other - 11th Year of Schooling,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",116,Yes,Yes,Yes,Female,No,18,6,7,5,12,0,0,6,10,4,12,0,1,Dropout,0
Single,Over 23 years old,1,Oral Hygiene,Daytime,Secondary education,133,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",100,Yes,No,Yes,Female,Yes,25,7,11,5,12,0,0,7,9,6,12,0,3,Un-Dropout,1
Single,2nd phase - general contingent,5,Social Service,Daytime,Secondary education,131,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",120,Yes,No,Yes,Female,Yes,19,6,9,5,11,0,0,6,6,6,10,0,0,Un-Dropout,1
Married,Over 23 years old,1,Biofuel Production Technologies,Daytime,Secondary education,120,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",153,No,Yes,Yes,Male,No,35,7,9,0,0,0,0,7,8,0,0,0,2,Dropout,0
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,133,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",120,Yes,No,Yes,Female,Yes,19,7,9,6,12,0,0,8,8,8,14,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128,Yes,No,Yes,Male,Yes,18,6,6,6,13,0,0,6,6,6,13,0,0,Dropout,0
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,143,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Armed Forces Professions,126,No,No,Yes,Male,No,19,8,8,7,14,0,0,8,8,7,14,0,1,Un-Dropout,1
Single,Change of course,1,Nursing,Daytime,Secondary education,140,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",125,Yes,No,Yes,Male,Yes,19,7,8,5,11,0,0,7,8,5,11,0,0,Un-Dropout,1
Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary education,157,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,146,No,No,Yes,Male,No,18,6,6,6,16,0,0,6,6,6,13,0,1,Un-Dropout,1
